Value	Abbreviation	Standard Name	Units	Description	Code space	Code space Index
2365		tendency_of_atmosphere_moles_of_atomic_bromine	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical symbol for atomic bromine is Br.	CF-44	
2366		tendency_of_atmosphere_moles_of_atomic_chlorine	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical symbol for atomic chlorine is Cl.	CF-44	
2367		tendency_of_atmosphere_moles_of_atomic_nitrogen	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical symbol for atomic nitrogen is N.	CF-44	
2368		tendency_of_atmosphere_moles_of_benzene	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for benzene is C6H6.  Benzene is the simplest aromatic hydrocarbon and has a ring structure consisting of six carbon atoms joined by alternating single and double chemical bonds. Each carbon atom is additionally bonded to one hydrogen atom. There are standard names that refer to aromatic_compounds as a group, as well as those for individual species.	CF-44	
2369		tendency_of_atmosphere_moles_of_beta_pinene	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for beta_pinene is C10H16.  The IUPAC name for beta-pinene is (1S,5S)-6,6-dimethyl-2-methylenebicyclo[3.1.1]heptane.	CF-44	
2370		tendency_of_atmosphere_moles_of_biogenic_nmvoc_expressed_as_carbon	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The phrase ''expressed_as'' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. ''nmvoc'' means non methane volatile organic compounds	 ''nmvoc'' is the term used in standard names to describe the group of chemical species having this classification that are represented within a given model. The list of individual species that are included in a quantity having a group chemical standard name can vary between models. Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. ''Biogenic'' means influenced, caused, or created by natural processes.	CF-44	
2371		tendency_of_atmosphere_moles_of_bromine_chloride	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for bromine chloride is BrCl.	CF-44	
2372		tendency_of_atmosphere_moles_of_bromine_monoxide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for bromine monoxide is BrO.	CF-44	
2373		tendency_of_atmosphere_moles_of_bromine_nitrate	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for bromine nitrate is BrONO2.	CF-44	
2374		tendency_of_atmosphere_moles_of_brox_expressed_as_bromine	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ''Brox''  describes a family of chemical species consisting of inorganic bromine compounds with the exception of  hydrogen bromide (HBr) and bromine nitrate (BrONO2). ''Brox'' is the term used in standard names for all species belonging to the family that are represented within a given model. The list of individual species that are included in a quantity with a group chemical standard name can vary between models.  Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. ''Inorganic bromine'', sometimes referred to as Bry, describes a family of chemical species which result from the degradation of source gases containing bromine (halons, methyl bromide, VSLS) and natural inorganic bromine sources such as volcanoes, seasalt and other aerosols.  Standard names that use the term ''inorganic_bromine'' are used for quantities that contain all inorganic bromine species including HCl and ClONO2. The phrase 'expressed_as' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A.	CF-44	
2375		tendency_of_atmosphere_moles_of_butane	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for butane is C4H10. Butane is a member of the group of hydrocarbons known as alkanes.  There are standard names for the alkane group as well as for some of the individual species.	CF-44	
2376		tendency_of_atmosphere_moles_of_carbon_dioxide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for carbon dioxide is CO2.	CF-44	
2377		tendency_of_atmosphere_moles_of_carbon_monoxide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere,i.e. summed over the atmospheric column and over the entire globe. The chemical formula ofcarbon monoxide is CO.	CF-44	
2378		tendency_of_atmosphere_moles_of_carbon_tetrachloride	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere,i.e. summed over the atmospheric column and over the entire globe. The chemical formula ofcarbon tetrachloride is CCl4.	CF-44	
2379		tendency_of_atmosphere_moles_of_cfc11	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere,i.e. summed over the atmospheric column and over the entire globe. The chemical formula ofCFC11 is CFCl3. The IUPAC name fof CFC11 is trichloro-fluoro-methane.	CF-44	
2380		tendency_of_atmosphere_moles_of_cfc113	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. Thechemical formula of CFC113 is CCl2FCClF2. The IUPAC name for CFC113 is 1,1,2-trichloro-1,2,2-trifluoro-ethane.	CF-44	
2381		tendency_of_atmosphere_moles_of_cfc113a	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula of CFC113a CCl3CF3.  The IUPAC name for CFC113a is 1,1,1-trichloro-2,2,2-trifluoro-ethane.	CF-44	
2382		tendency_of_atmosphere_moles_of_cfc114	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere,i.e. summed over the atmospheric column and over the entire globe. The chemical formula ofCFC114 is CClF2CClF2. The IUPAC name for CFC114 is 1,2-dichloro-1,1,2,2-tetrafluoro-ethane.	CF-44	
2383		tendency_of_atmosphere_moles_of_cfc115	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. Thechemical formula of CFC115 is CClF2CF3. The IUPAC name for CFC115 is 1-chloro-1,1,2,2,2-pentafluoro-ethane.	CF-44	
2384		tendency_of_atmosphere_moles_of_cfc12	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. Thechemical formula for CFC12 is CF2Cl2.  The IUPAC name for CFC12 is dichloro-difluoro-methane.	CF-44	
2385		tendency_of_atmosphere_moles_of_chlorine_dioxide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for chlorine dioxide is OClO.	CF-44	
2386		tendency_of_atmosphere_moles_of_chlorine_monoxide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for chlorine monoxide is ClO.	CF-44	
2387		tendency_of_atmosphere_moles_of_chlorine_nitrate	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for chlorine nitrate is ClONO2.	CF-44	
2388		tendency_of_atmosphere_moles_of_clox_expressed_as_chlorine	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ''Clox'' describes a family of chemical species consisting of inorganic chlorine compounds with the exception of  hydrogen chloride (HCl) and chlorine nitrate (ClONO2). ''Clox'' is the term used in standard names for all species belonging to the family that are represented within a given model. The list of individual species that are included in a quantity with a group chemical standard name can vary between models.  Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. ''Inorganic chlorine'', sometimes referred to as Cly, describes a family of chemical species which result from the degradation of source gases containing chlorine (CFCs, HCFCs, VSLS) and natural inorganic chlorine sources such as seasalt and other aerosols.   Standard names that use the term ''inorganic_chlorine'' are used for quantities that contain all inorganic chlorine species including HCl and ClONO2. The phrase 'expressed_as' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A.	CF-44	
2389		tendency_of_atmosphere_moles_of_dichlorine_peroxide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for dichlorine peroxide is Cl2O2.	CF-44	
2390		tendency_of_atmosphere_moles_of_dimethyl_sulfide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for dimethyl sulfide is (CH3)2S.  Dimethyl sulfide is sometimes referred to as DMS.	CF-44	
2391		tendency_of_atmosphere_moles_of_dinitrogen_pentoxide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for dinitrogen pentoxide is N2O5.	CF-44	
2392		tendency_of_atmosphere_moles_of_ethane	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for ethane is C2H6. Ethane is a member of the group of hydrocarbons known as alkanes.  There are standard names for the alkane group as well as for some of the individual species.	CF-44	
2393		tendency_of_atmosphere_moles_of_ethanol	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for ethanol is C2H5OH.	CF-44	
2394		tendency_of_atmosphere_moles_of_ethene	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for ethene is C2H4. Ethene is a member of the group of hydrocarbons known as alkenes.  There are standard names for the alkene group as well as for some of the individual species.	CF-44	
2395		tendency_of_atmosphere_moles_of_ethyne	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for ethyne is HC2H.  Ethyne is the IUPAC name for this species, which is also commonly known as acetylene.	CF-44	
2396		tendency_of_atmosphere_moles_of_formaldehyde	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for formaldehyde is CH2O. The IUPAC name for formaldehyde is methanal.	CF-44	
2397		tendency_of_atmosphere_moles_of_formic_acid	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for formic acid is HCOOH.  The IUPAC name for formic acid is methanoic acid.	CF-44	
2398		tendency_of_atmosphere_moles_of_gaseous_divalent_mercury	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ''Divalent mercury'' means all compounds in which the mercury has two binding sites to other ion(s) in a salt or to other atom(s) in a molecule.	CF-44	
2399		tendency_of_atmosphere_moles_of_gaseous_elemental_mercury	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical symbol for mercury is Hg.	CF-44	
2400		tendency_of_atmosphere_moles_of_halon1202	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for halon1202 is CBr2F2. The IUPAC name for halon1202 is dibromo-difluoro-methane.	CF-44	
2401		tendency_of_atmosphere_moles_of_halon1211	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for halon1211 is CBrClF2. The IUPAC name for halon1211 is bromo-chloro-difluoro-methane.	CF-44	
2402		tendency_of_atmosphere_moles_of_halon1301	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for halon1301 is CBrF3. The IUPAC name for halon1301 is bromo-trifluoro-methane.	CF-44	
2403		tendency_of_atmosphere_moles_of_halon2402	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for halo2402 is C2Br2F4. The IUPAC name for halon2402 is 1,2-dibromo-1,1,2,2-tetrafluoro-ethane.	CF-44	
2404		tendency_of_atmosphere_moles_of_hcc140a	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for hcc140a is CH3CCl3. The IUPAC name for hcc140a is 1,1,1-trichloro-ethane.	CF-44	
2405		tendency_of_atmosphere_moles_of_hcfc141b	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for HCFC141b is CH3CCl2F. The IUPAC name for HCFC141b is 1,1-dichloro-1-fluoroethane.	CF-44	
2406		tendency_of_atmosphere_moles_of_hcfc142b	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for HCFC142b is CH3CClF2. The IUPAC name for HCFC142b is 1-chloro-1,1-difluoroethane.	CF-44	
2407		tendency_of_atmosphere_moles_of_hcfc22	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for HCFC22 is CHClF2.  The IUPAC name for HCFC22 is chloro-difluoro-methane.	CF-44	
2408		tendency_of_atmosphere_moles_of_hexachlorobiphenyl	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for hexachlorobiphenyl is C12H4Cl6.  This structure of this species consists of two linked benzene rings, each of which is additionally bonded to three chlorine atoms.	CF-44	
2409		tendency_of_atmosphere_moles_of_hox_expressed_as_hydrogen	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ''HOx'' means a combination of two radical species containing hydrogen and oxygen: OH and HO2. The phrase 'expressed_as' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A.	CF-44	
2410		tendency_of_atmosphere_moles_of_hydrogen_bromide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for hydrogen bromide is HBr.	CF-44	
2411		tendency_of_atmosphere_moles_of_hydrogen_chloride	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for hydrogen chloride is HCl.	CF-44	
2412		tendency_of_atmosphere_moles_of_hydrogen_cyanide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for hydrogen cyanide is HCN.	CF-44	
2413		tendency_of_atmosphere_moles_of_hydrogen_peroxide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for hydrogen peroxide is H2O2.	CF-44	
2414		tendency_of_atmosphere_moles_of_hydroperoxyl_radical	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for the hydroperoxyl radical is HO2. In chemistry, a 'radical' is a highly reactive, and therefore shortlived, species.	CF-44	
2415		tendency_of_atmosphere_moles_of_hydroxyl_radical	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for the hydroxyl radical is OH. In chemistry, a 'radical' is a highly reactive, and therefore shortlived, species.	CF-44	
2416		tendency_of_atmosphere_moles_of_hypobromous_acid	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for hypobromous acid is HOBr.	CF-44	
2417		tendency_of_atmosphere_moles_of_hypochlorous_acid	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for hypochlorous acid is HOCl.	CF-44	
2418		tendency_of_atmosphere_moles_of_inorganic_bromine	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ''Inorganic bromine'', sometimes referred to as Bry, describes a family of chemical species which result from the degradation of source gases containing bromine (halons, methyl bromide, VSLS) and natural inorganic bromine sources such as volcanoes, seasalt and other aerosols. ''Inorganic bromine'' is the term used in standard names for all species belonging to the family that are represented within a given model. The list of individual species that are included in a quantity having a group chemical standard name can vary between models.  Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. Standard names that use the term ''brox'' are used for quantities that contain all inorganic bromine species except HBr and BrONO2.	CF-44	
2419		tendency_of_atmosphere_moles_of_inorganic_chlorine	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ''Inorganic chlorine'', sometimes referred to as Cly, describes a family of chemical species which result from the degradation of source gases containing chlorine (CFCs, HCFCs, VSLS) and natural inorganic chlorine sources such as seasalt and other aerosols. ''Inorganic chlorine'' is the term used in standard names for all species belonging to the family that are represented within a given model. The list of individual species that are included in a quantity having a group chemical standard name can vary between models.  Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute. Standard names that use the term ''clox'' are used for quantities that contain all inorganic chlorine species except HCl and ClONO2.	CF-44	
2420		tendency_of_atmosphere_moles_of_isoprene	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for isoprene is CH2=C(CH3)CH=CH2. The IUPAC name for isoprene is 2-methyl-buta-1,3-diene. Isoprene is a member of the group of hydrocarbons known as terpenes.  There are standard names for the terpene group as well as for some of the individual species.	CF-44	
2421		tendency_of_atmosphere_moles_of_limonene	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for limonene is C10H16. The IUPAC name for limonene is 1-methyl-4-prop-1-en-2-yl-cyclohexene. Limonene is a member of the group of hydrocarbons known as terpenes.  There are standard names for the terpene group as well as for some of the individual species.	CF-44	
2422		tendency_of_atmosphere_moles_of_methane	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere,i.e. summed over the atmospheric column and over the entire globe. The chemical formula for methane is CH4. Methane is a member of the group of hydrocarbons known as alkanes.  Thereare standard names for the alkane group as well as for some of the individual species.	CF-44	
2423		tendency_of_atmosphere_moles_of_methanol	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for methanol is CH3OH.	CF-44	
2424		tendency_of_atmosphere_moles_of_methyl_bromide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere,i.e. summed over the atmospheric column and over the entire globe. The chemical formula for methyl bromide is CH3Br. The IUPAC name for methyl bromide is bromomethane.	CF-44	
2425		tendency_of_atmosphere_moles_of_methyl_chloride	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X contained in the entire atmosphere, i.e, summed over the atmospheric column and over the entire globe.  The chemical formula of methyl chloride is CH3Cl. The IUPAC name for methyl chloride is chloromethane.	CF-44	
2426		tendency_of_atmosphere_moles_of_methyl_hydroperoxide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for methyl hydroperoxide is CH3OOH.	CF-44	
2427		tendency_of_atmosphere_moles_of_methyl_peroxy_radical	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for methyl_peroxy_radical is CH3O2. In chemistry, a 'radical' is a highly reactive, and therefore shortlived, species.	CF-44	
2428		tendency_of_atmosphere_moles_of_molecular_hydrogen	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X contained in the entire atmosphere, i.e, summed over the atmospheric column and over the entire globe.  The chemical formula of molecular hydrogen is H2.	CF-44	
2429		tendency_of_atmosphere_moles_of_nitrate_radical	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for nitrate is NO3. In chemistry, a 'radical' is a highly reactive, and therefore shortlived, species.	CF-44	
2430		tendency_of_atmosphere_moles_of_nitric_acid	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for nitric acid is HNO3.	CF-44	
2431		tendency_of_atmosphere_moles_of_nitric_acid_trihydrate_ambient_aerosol_particles	mol s-1	The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ''Aerosol'' means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. ''Ambient_aerosol'' means that the aerosol is measured or modelled at the ambient state of pressure, temperature and relative humidity that exists in its immediate environment. ''Ambient aerosol particles'' are aerosol particles that have taken up ambient water through hygroscopic growth. The extent of hygroscopic growth depends on the relative humidity and the composition of the particles. ''tendency_of_X'' means derivative of X with respect to time. The chemical formula for nitric acid is HNO3. Nitric acid trihydrate, sometimes referred to as NAT, is a stable crystalline substance consisting of three molecules of water to one molecule of nitric acid.	CF-44	
2432		tendency_of_atmosphere_moles_of_nitrogen_dioxide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for nitrogen dioxide is NO2.	CF-44	
2433		tendency_of_atmosphere_moles_of_nitrogen_monoxide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for nitrogen monoxide is NO.	CF-44	
2434		tendency_of_atmosphere_moles_of_nitrous_acid	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The chemical formula for nitrous acid is HNO2.	CF-44	
2435		tendency_of_atmosphere_moles_of_nitrous_oxide	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X contained in the entire atmosphere, i.e, summed over the atmospheric column and over the entire globe.  The chemical formula of nitrous oxide is N2O.	CF-44	
2436		tendency_of_atmosphere_moles_of_nmvoc_expressed_as_carbon	mol s-1	tendency_of_X means derivative of X with respect to time. The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. The phrase ''expressed_as'' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A. ''nmvoc'' means non methane volatile organic compounds	 ''nmvoc'' is the term used in standard names to describe the group of chemical species having this classification that are represented within a given model. The list of individual species that are included in a quantity having a group chemical standard name can vary between models. Where possible, the data variable should be accompanied by a complete description of the species represented, for example, by using a comment attribute.	CF-44	
2437		tendency_of_atmosphere_moles_of_nox_expressed_as_nitrogen	mol s-1	tendency_of_X means derivative of X with respect to time.  The construction ''atmosphere_moles_of_X'' means the total number of moles of X in the entire atmosphere, i.e. summed over the atmospheric column and over the entire globe. ''Nox'' means a combination of two radical species containing nitrogen and oxygen: NO+NO2. The phrase 'expressed_as' is used in the construction A_expressed_as_B, where B is a chemical constituent of A. It means that the quantity indicated by the standard name is calculated solely with respect to the B contained in A, neglecting all other chemical constituents of A.	CF-44	
